ticket_id,created_at,resolved_at,channel,agent_id,category,priority,status,subject,body,resolution_note,word_count,product,company,language,region,severity,tags,root_cause,knowledge_article,customer_satisfaction,conversation
TK-000645,2026-04-25 02:47:29,2026-04-25 18:47:29,chat,AGT-007,product,medium,resolved,Is audit logs available on the mobile app?,I'm trying to decide between Pro and Business. What are the key differences for a team of 14678 people?,Confirmed bulk export is on the mobile roadmap for Q3. Customer added to beta list.,19,Payment API,Intel,English,Egypt,Major,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: I'm trying to decide between Pro and Business. What are the key differences for a team of 14678 people?
Support: Confirmed bulk export is on the mobile roadmap for Q3. Customer added to beta list."
TK-000111,2026-06-05 06:05:45,2026-06-07 13:05:45,email,AGT-014,general,low,resolved,How do I get started?,We are interested in reselling your product. Do you have a partner programme?,Shared SLA document outlining support hours and response time commitments by plan tier.,13,Mobile App,Oracle,English,UK,Major,general,Customer information request,Answer customer inquiry using the official knowledge base.,5.0,"Customer: We are interested in reselling your product. Do you have a partner programme?
Support: Shared SLA document outlining support hours and response time commitments by plan tier."
TK-000640,2026-06-08 15:46:09,,phone_callback,AGT-015,technical,high,in_progress,API rate limit exceeded unexpectedly,The app crashes every time I open it since the update on 2026-06-18. I am on macOS 14 version 1.8.7. Error log: ERR-xrLz-6732.,,23,Desktop Client,Microsoft,English,USA,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: The app crashes every time I open it since the update on 2026-06-18. I am on macOS 14 version 1.8.7. Error log: ERR-xrLz-6732.
Support: Issue is under investigation."
TK-000396,2026-05-07 10:32:21,,chat,AGT-009,technical,medium,escalated,Application crashes on startup,The app crashes every time I open it since the update on 2026-06-07. I am on Windows 11 version 1.3.20. Error log: ERR-hInN-7534.,,23,Desktop Client,Oracle,English,USA,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: The app crashes every time I open it since the update on 2026-06-07. I am on Windows 11 version 1.3.20. Error log: ERR-hInN-7534.
Support: Issue is under investigation."
TK-000699,2026-03-19 10:13:47,,chat,AGT-002,account,medium,in_progress,Cannot reset my password,I sent a team invite to colleen41@example.net 28 days ago but they say they never received it.,,17,Cloud Dashboard,Dell,Arabic,USA,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I sent a team invite to colleen41@example.net 28 days ago but they say they never received it.
Support: Issue is under investigation."
TK-000063,2026-02-08 15:43:25,2026-02-10 06:43:25,chat,AGT-018,shipping,high,closed,Order #90959 not delivered after 14 days,My package arrived with significant damage. Contents are broken. Order #36311. Photos attached.,Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained.,13,Desktop Client,Dell,Arabic,Egypt,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: My package arrived with significant damage. Contents are broken. Order #36311. Photos attached.
Support: Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained."
TK-000685,2026-03-25 17:09:09,,phone_callback,AGT-003,billing,medium,in_progress,Billing address update not reflected,I requested a refund 10 days ago (ticket ref TK-125529) but have not received it yet. Please expedite.,,18,CRM System,Dell,Arabic,Germany,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I requested a refund 10 days ago (ticket ref TK-125529) but have not received it yet. Please expedite.
Support: Issue is under investigation."
TK-000817,2026-02-02 14:05:20,,social_media,AGT-012,product,low,escalated,How do I use API webhooks?,I can't figure out how to use mobile notifications. The documentation doesn't explain the steps clearly.,,16,CRM System,Amazon,Arabic,Egypt,Critical,product,Missing documentation,Provide product documentation and user guide.,,"Customer: I can't figure out how to use mobile notifications. The documentation doesn't explain the steps clearly.
Support: Issue is under investigation."
TK-000183,2026-04-25 20:06:37,,web_form,AGT-010,general,medium,in_progress,General inquiry about your service,We have a team of 24163 users. Can you provide custom/enterprise pricing?,,12,CRM System,Cisco,English,Saudi Arabia,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: We have a team of 24163 users. Can you provide custom/enterprise pricing?
Support: Issue is under investigation."
TK-000282,2026-05-22 22:24:57,2026-05-23 12:24:57,chat,AGT-003,technical,medium,resolved,Two-factor authentication not sending OTP,Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 93364.,Integration token expired silently after update. Guided customer to re-authenticate. Sync restored.,19,Cloud Dashboard,Cisco,English,USA,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 93364.
Support: Integration token expired silently after update. Guided customer to re-authenticate. Sync restored."
TK-000338,2026-05-05 23:46:16,2026-05-06 02:46:16,web_form,AGT-001,product,high,resolved,Difference between Starter and Business plans,The docs for SSO login are outdated – the screenshots don't match the current UI.,Docs team notified. Updated documentation sent directly to customer.,15,Cloud Dashboard,Cisco,English,UAE,Minor,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: The docs for SSO login are outdated – the screenshots don't match the current UI.
Support: Docs team notified. Updated documentation sent directly to customer."
TK-000789,2026-02-06 08:46:48,2026-02-06 20:46:48,social_media,AGT-003,shipping,low,resolved,Return shipment not picked up,I received a completely wrong item. I ordered Implemented stable capability but received something else entirely. Order #88334.,Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day.,18,Payment API,Microsoft,English,UAE,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: I received a completely wrong item. I ordered Implemented stable capability but received something else entirely. Order #88334.
Support: Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day."
TK-000296,2026-03-13 19:57:49,2026-03-14 09:57:49,phone_callback,AGT-005,shipping,low,resolved,Missing item from multi-item order,The tracking for order #89367 has been stuck on 'Processing' for 11 days with no updates.,Address updated in system before dispatch. Customer confirmed new address is correct.,16,Web Platform,Oracle,English,UK,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: The tracking for order #89367 has been stuck on 'Processing' for 11 days with no updates.
Support: Address updated in system before dispatch. Customer confirmed new address is correct."
TK-000420,2026-05-16 03:49:22,2026-05-16 21:49:22,phone_callback,AGT-009,billing,high,resolved,Cannot access invoice #87422,I requested a refund 20 days ago (ticket ref TK-639670) but have not received it yet. Please expedite.,Updated invoice to reflect correct pricing. Sent amended invoice to customer.,18,Mobile App,Amazon,Arabic,Germany,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: I requested a refund 20 days ago (ticket ref TK-639670) but have not received it yet. Please expedite.
Support: Updated invoice to reflect correct pricing. Sent amended invoice to customer."
TK-000198,2026-06-25 13:33:38,2026-06-25 20:33:38,chat,AGT-019,billing,low,resolved,Billing address update not reflected,I requested a refund 16 days ago (ticket ref TK-239847) but have not received it yet. Please expedite.,Located the refund request. Escalated to finance team. ETA updated and customer informed.,18,CRM System,Microsoft,English,Germany,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I requested a refund 16 days ago (ticket ref TK-239847) but have not received it yet. Please expedite.
Support: Located the refund request. Escalated to finance team. ETA updated and customer informed."
TK-000276,2026-06-06 10:51:14,,web_form,AGT-001,billing,medium,open,Unexpected subscription renewal charge,I updated my billing address last week but my latest invoice still shows the old address.,,16,Payment API,Amazon,English,USA,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I updated my billing address last week but my latest invoice still shows the old address.
Support: Issue is under investigation."
TK-000460,2026-05-03 04:59:55,,chat,AGT-003,technical,high,in_progress,API rate limit exceeded unexpectedly,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: gmartinez@example.org.,,16,Cloud Dashboard,Intel,Arabic,Germany,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: gmartinez@example.org.
Support: Issue is under investigation."
